spellId	recipeItemId	name	sourceKind	npcName	zone	faction	worldDrop	notes
1251749	250995	Recipe: Caustic Smog Potion	vendor	Nina Surefire | Apothecary Durelle	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1251750	250996	Recipe: Disorienting Smog Potion	vendor	Nina Surefire | Apothecary Durelle	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1251751	250997	Recipe: Dragonfire Potion	vendor	Nina Surefire | Apothecary Durelle	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1251752	250998	Recipe: Potion of Elemental Siphoning	vendor	Nina Surefire | Apothecary Durelle	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252252	251355	Plans: Veteran's Boots	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252253	251356	Plans: Guard's Boots	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252254	251357	Plans: Protector's Boots	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252255	251358	Plans: Acolyte's Boots	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252256	251359	Plans: Crusader's Boots	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252257	251360	Plans: Veteran's Gloves	vendor	Gor'mak | Stondry Darkhammer	The Barrens | Redridge Mountains	horde | alliance		foreverchanges, letto da wowhead
1252258	251361	Plans: Guard's Gloves	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252259	251362	Plans: Protector's Gloves	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252260	251363	Plans: Acolyte's Gloves	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252261	251364	Plans: Crusader's Gloves	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252262	251365	Plans: Veteran's Chain Belt	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252263	251366	Plans: Guard's Chain Belt	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252264	251367	Plans: Protector's Chain Belt	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252265	251368	Plans: Acolyte's Chain Belt	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252266	251369	Plans: Crusader's Chain Belt	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252267	251370	Plans: Veteran's Silvered Chain Shirt	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252268	251371	Plans: Guard's Silvered Chain Shirt	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252269	251372	Plans: Protector's Silvered Chain Shirt	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252270	251373	Plans: Acolyte's Silvered Chain Shirt	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252271	251374	Plans: Crusader's Silvered Chain Shirt	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252272	251375	Plans: Veteran's Silvered Chain Leggings	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252273	251376	Plans: Guard's Silvered Chain Leggings	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252274	251377	Plans: Protector's Silvered Chain Leggings	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252275	251378	Plans: Acolyte's Silvered Chain Leggings	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252276	251379	Plans: Crusader's Silvered Chain Leggings	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252277	251380	Plans: Veteran's Silvered Chain Helm	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252278	251381	Plans: Guard's Silvered Chain Helm	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252279	251382	Plans: Protector's Silvered Chain Helm	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252280	251383	Plans: Acolyte's Silvered Chain Helm	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252281	251384	Plans: Crusader's Silvered Chain Helm	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252287	251390	Plans: Hard Gold Gauntlet	vendor	Gorhak	Desolace			foreverchanges, letto da wowhead
1252310	251413	Plans: Officer's Sabatons	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252311	251414	Plans: Sentinel's Sabatons	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252312	251415	Plans: Warder's Sabatons	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252313	251416	Plans: Prefect's Sabatons	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252314	251417	Plans: Justicar's Sabatons	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252315	251418	Plans: Officer's Gauntlet	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252316	251419	Plans: Sentinel's Gauntlet	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252317	251420	Plans: Warder's Gauntlet	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252318	251421	Plans: Prefect's Gauntlet	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252319	251422	Plans: Justicar's Gauntlet	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252320	251423	Plans: Officer's Waistguard	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252321	251424	Plans: Sentinel's Waistguard	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252322	251425	Plans: Warder's Waistguard	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252324	251427	Plans: Justicar's Waistguard	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252325	251428	Plans: Officer's Pauldrons	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252326	251429	Plans: Sentinel's Pauldrons	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252327	251430	Plans: Warder's Pauldrons	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252328	251431	Plans: Prefect's Pauldrons	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252329	251432	Plans: Justicar's Pauldrons	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252330	251433	Plans: Officer's Wristguard	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252331	251434	Plans: Sentinel's Wristguard	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252332	251435	Plans: Warder's Wristguard	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252333	251436	Plans: Prefect's Wristguard	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252334	251437	Plans: Justicar's Wristguards	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252344	251447	Plans: Enriched Thorium Breastplate	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252345	251448	Plans: Enriched Thorium Leggings	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252346	251449	Plans: Enriched Thorium Helm	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252355	251458	Plans: Iron Morningstar	vendor	Gorhak	Desolace			foreverchanges, letto da wowhead
1252357	251460	Plans: Mithril Warhammer	vendor	Martha Wellsworth	Riverglades			foreverchanges, letto da wowhead
1252362	251465	Plans: Thorium Greatmace	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252363	251466	Plans: Thorium Cestus	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1252365	251468	Plans: Bold Dirk	vendor	Pexmit	Mount Hyjal			foreverchanges, letto da wowhead
1252368	251471	Plans: Legionite Glaive	vendor	Stondry Darkhammer | Gor'mak	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1254966	252941	Pattern: Mystic Rugged Armor Kit	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1254974	252933	Pattern: Supple Scorpid Vest	vendor	Pexmit	Mount Hyjal			foreverchanges, letto da wowhead
1254982	252925	Pattern: Mender's Mail Belt	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1254983	252924	Pattern: Skirmisher's Mail Belt	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1254984	252923	Pattern: Skycaller's Mail Belt	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1254985	252922	Pattern: Stalker's Mail Belt	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1254994	252913	Pattern: Mender's Mail Sabatons	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1254995	252912	Pattern: Skirmisher's Mail Sabatons	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1254996	252911	Pattern: Skycaller's Mail Sabatons	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1254997	252910	Pattern: Stalker's Mail Sabatons	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255000	252907	Pattern: Mender's Mail Bracers	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255001	252906	Pattern: Skirmisher's Mail Bracers	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255002	252905	Pattern: Skycaller's Mail Bracers	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255003	252904	Pattern: Stalker's Mail Bracers	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255004	252903	Pattern: Mender's Mail Shoulder	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255005	252902	Pattern: Skirmisher's Mail Shoulder	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255006	252901	Pattern: Skycaller's Mail Shoulder	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255007	252900	Pattern: Stalker's Mail Shoulder	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255030	252877	Pattern: Tooled Leather Armor	vendor	Pexmit	Mount Hyjal			foreverchanges, letto da wowhead
1255031	252876	Pattern: Mender's Leather Waistguard	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255032	252875	Pattern: Skycaller's Leather Waistguard	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255033	252874	Pattern: Warden's Leather Waistguard	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255034	252873	Pattern: Skulker's Leather Waistguard	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255035	252872	Pattern: Prowler's Leather Waistguard	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255043	252864	Pattern: Mender's Leather Boots	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255044	252863	Pattern: Skycaller's Leather Boots	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255045	252862	Pattern: Warden's Leather Boots	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255046	252861	Pattern: Skulker's Leather Boots	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255047	252860	Pattern: Prowler's Leather Boots	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255050	252857	Pattern: Mender's Leather Bracers	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255051	252856	Pattern: Skycaller's Leather Bracers	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255052	252855	Pattern: Warden's Leather Bracers	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255053	252854	Pattern: Skulker's Leather Bracers	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255054	252853	Pattern: Prowler's Leather Bracers	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255055	252852	Pattern: Mender's Leather Shoulder	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255056	252851	Pattern: Skycaller's Leather Shoulder	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255057	252850	Pattern: Warden's Leather Shoulder	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255058	252849	Pattern: Skulker's Leather Shoulder	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255059	252848	Pattern: Prowler's Leather Shoulder	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255065	252842	Pattern: Mender's Leather Gloves	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255066	252841	Pattern: Skycaller's Leather Gloves	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255067	252840	Pattern: Skirmisher's Leather Gloves	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255068	252839	Pattern: Warden's Leather Gloves	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255069	252838	Pattern: Stalker's Leather Gloves	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255070	252837	Pattern: Skulker's Leather Gloves	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255071	252836	Pattern: Prowler's Leather Gloves	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255073	252834	Pattern: Forceful Thick Armor Kit	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255074	252833	Pattern: Mystic Thick Armor Kit	vendor	Gorhak	Desolace			foreverchanges, letto da wowhead
1255075	252832	Pattern: Mender's Leather Belt	vendor	Granny Finespindle	Ironforge	alliance		foreverchanges, letto da wowhead
1255076	252831	Pattern: Skycaller's Leather Belt	vendor	Granny Finespindle	Ironforge	alliance		foreverchanges, letto da wowhead
1255077	252830	Pattern: Skirmisher's Leather Belt	vendor	Granny Finespindle	Ironforge	alliance		foreverchanges, letto da wowhead
1255078	252829	Pattern: Warden's Leather Belt	vendor	Granny Finespindle	Ironforge	alliance		foreverchanges, letto da wowhead
1255079	252828	Pattern: Stalker's Leather Belt	vendor	Granny Finespindle	Ironforge	alliance		foreverchanges, letto da wowhead
1255080	252827	Pattern: Skulker's Leather Belt	vendor	Granny Finespindle	Ironforge	alliance		foreverchanges, letto da wowhead
1255081	252826	Pattern: Prowler's Leather Belt	vendor	Granny Finespindle	Ironforge	alliance		foreverchanges, letto da wowhead
1255082	252825	Pattern: Wisdom's Leather Leggings	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255083	252824	Pattern: Stormrider's Leather Kilt	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255084	252823	Pattern: Totemic Leather Leggings	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255085	252822	Pattern: Defender's Leather Kilt	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255086	252821	Pattern: Trapper's Leather Legguards	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255087	252820	Pattern: Brawler's Leather Legguards	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255095	252812	Pattern: Forceful Heavy Armor Kit	vendor	Saenorion | Mahu	Darnassus | Thunder Bluff	alliance | horde		foreverchanges, letto da wowhead
1255096	252811	Pattern: Mystic Heavy Armor Kit	vendor	Saenorion | Mahu	Darnassus | Thunder Bluff	alliance | horde		foreverchanges, letto da wowhead
1255097	252810	Pattern: Wisdom's Leather Tunic	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255098	252809	Pattern: Stormrider's Leather Tunic	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255099	252808	Pattern: Totemic Leather Tunic	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255100	252807	Pattern: Defender's Leather Tunic	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255101	252806	Pattern: Trapper's Leather Tunic	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255102	252805	Pattern: Brawler's Leather Tunic	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255104	252803	Pattern: Wisdom's Leather Hood	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255105	252802	Pattern: Stormrider's Leather Hood	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255106	252801	Pattern: Totemic Leather Hood	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255107	252800	Pattern: Defender's Leather Hood	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255108	252799	Pattern: Trapper's Leather Hood	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255109	252798	Pattern: Brawler's Leather Hood	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255116	252791	Pattern: Wisdom's Leather Boots	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255117	252790	Pattern: Stormrider's Leather Boots	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255118	252789	Pattern: Totemic Leather Boots	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255119	252788	Pattern: Defender's Leather Boots	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255120	252787	Pattern: Trapper's Leather Boots	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255121	252786	Pattern: Brawler's Leather Boots	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255125	252782	Pattern: Wisdom's Leather Gloves	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255126	252781	Pattern: Stormrider's Leather Gloves	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255127	252780	Pattern: Totemic Leather Gloves	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255128	252779	Pattern: Defender's Leather Gloves	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255129	252778	Pattern: Trapper's Leather Gloves	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255130	252777	Pattern: Brawler's Leather Gloves	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255137	252770	Pattern: Wisdom's Leather Belt	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255138	252769	Pattern: Stormrider's Leather Belt	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255139	252768	Pattern: Totemic Leather Belt	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255140	252767	Pattern: Defender's Leather Belt	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255141	252766	Pattern: Trapper's Leather Belt	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255142	252765	Pattern: Brawler's Leather Belt	vendor	Daniel Stitchsong | Pawani	Redridge Mountains | The Barrens	alliance | horde		foreverchanges, letto da wowhead
1255143	252764	Pattern: Moonglow Boots	vendor	Granny Finespindle	Ironforge	alliance		foreverchanges, letto da wowhead
1255144	252763	Pattern: Murloc Scale Shoes	vendor	Granny Finespindle	Ironforge	alliance		foreverchanges, letto da wowhead
1255145	252762	Pattern: Dark Leather Boots	vendor	Granny Finespindle	Ironforge	alliance		foreverchanges, letto da wowhead
1255146	252761	Pattern: Black Whelp Slippers	vendor	Granny Finespindle	Ironforge	alliance		foreverchanges, letto da wowhead
1257013	253665	Pattern: Linen Reagent Bag	vendor	Alexandra Bolero | Jennabink Powerseam | Rann Flamespinner | Lohgan Eva | Mallen Swain | Danielle Zipstitch | Xizk Goodstitch | Mahu | Franklin Hamar | Borya | Wrahk | Elynna | Valdaron | Millie Gregorian | Poranna Snowbraid | Yonada | Vizzklick | Brienna Starglow | Darnall | Outfitter Eric | Dominique Stefano | Taleen Shimmerthread | Othesia Evengale | Angela Ward | Darah | Boramu | Ellie Stonebrow | Antonio Bolero | Dani'ill | Stitch Pinwizzle	Stormwind City | Wetlands | Loch Modan | Duskwood | Hillsbrad Foothills | Duskwood | Stranglethorn Vale | Thunder Bluff | Redridge Mountains | Orgrimmar | The Barrens | Darnassus | Darkshore | Undercity | Ironforge | The Barrens | Tanaris | Feralas | Moonglade | Ironforge | Alterac Mountains | Zephras Isle | Zephras Isle | Undercity | Orgrimmar | Thunder Bluff | Ironforge | Stormwind City | Darnassus | Riverglades	alliance | alliance | alliance | alliance | horde | alliance |  | horde | alliance | horde | horde | alliance | alliance | horde | alliance | horde |  | alliance |  | alliance | alliance |  | alliance | horde | horde | horde | alliance | alliance | alliance | 		foreverchanges, letto da wowhead
