spellId	sourceKind	npcName	zone	faction	bossDrop	worldDrop	trainerTitle
16741	worldDrop					true	
16742	quest		Dire Maul				
16744	quest		Dire Maul				
16745	quest		Dire Maul				
16746	worldDrop					true	
16969	vendor	Magnus Frostwake	Western Plaguelands				
16970	quest		Winterspring				
16971	vendor	Magnus Frostwake	Western Plaguelands				
16973	quest		Winterspring				
16978	quest		Winterspring				
16983	container		Stratholme				
16984	drop		Burning Steppes				
16985	container		Stratholme				
16988	drop	Maleki the Pallid	Stratholme				
16990	drop	Goraluk Anvilcrack	Blackrock Spire				
16991	drop	Quartermaster Zigris	Blackrock Spire				
16992	drop		Western Plaguelands				
16993	drop	Goraluk Anvilcrack	Blackrock Spire				
16994	drop	Bannok Grimaxe	Blackrock Spire				
16995	drop	Cannon Master Willey	Stratholme				
17180	trainer						
17181	trainer						
17187	vendor	Alchemist Pestlezugg	Tanaris				
17551	trainer						
17552	trainer						
17553	trainer						
17554	vendor	Soolie Berryfizz | Kor'geld	Ironforge | Orgrimmar	alliance | horde			
17555	trainer						
17556	trainer						
17557	trainer						
17559	vendor	Argent Quartermaster Hasana | Quartermaster Miranda Breechlock | Argent Quartermaster Lightspark	Tirisfal Glades | Eastern Plaguelands | Western Plaguelands				
17560	vendor	Plugger Spazzring	Blackrock Depths				
17561	vendor	Meilosh	Felwood	horde			
17562	vendor	Magnus Frostwake	Western Plaguelands				
17563	worldDrop					true	
17564	worldDrop					true	
17565	worldDrop					true	
17566	worldDrop					true	
17570	worldDrop					true	
17571	drop		Azshara | Felwood				
17572	trainer						
17573	trainer						
17574	drop		Blackrock Spire				
17575	drop		Winterspring				
17576	drop		Western Plaguelands				
17577	drop		Winterspring				
17578	drop		Eastern Plaguelands				
17580	vendor	Magnus Frostwake	Western Plaguelands				
17632	vendor	Almaador	Shattrath City				
17634	worldDrop					true	
17635	vendor	Almaador	Shattrath City				
17636	vendor	Fedryen Swiftspear	Zangarmarsh				
17637	vendor	Alurmi	Tanaris				
17638	vendor	Nakodu	Shattrath City				
18238	vendor	Gikkix	Tanaris				
18239	vendor	Kelsey Yance	Stranglethorn Vale				
18240	vendor	Gikkix	Tanaris				
18241	vendor	Kelsey Yance	Stranglethorn Vale				
18242	vendor	Kelsey Yance	Stranglethorn Vale				
18243	vendor	Gikkix	Tanaris				
18244	vendor	Gikkix	Tanaris				
18245	vendor	Vivianna | Sheendra Tallgrass	Feralas | Feralas	alliance | horde			
18246	vendor	Vivianna | Sheendra Tallgrass	Feralas | Feralas	alliance | horde			
18247	vendor	Vivianna | Sheendra Tallgrass	Feralas | Feralas	alliance | horde			
18401	trainer						
18402	trainer						
18403	trainer						
18404	worldDrop					true	
18405	vendor	Qia	Winterspring				
18406	vendor	Darnall	Moonglade				
18407	trainer						
18408	drop		Searing Gorge				
18409	vendor	Darnall	Moonglade				
18410	trainer						
18411	trainer						
18412	drop		Searing Gorge				
18413	trainer						
18414	trainer						
18415	trainer						
18416	trainer						
18417	trainer						
18418	drop		Burning Steppes				
18419	vendor	Lorelae Wintersong	Moonglade				
18420	trainer						
18421	trainer						
18422	drop	Overmaster Pyron	Searing Gorge				
18423	trainer						
18424	trainer						
18434	drop		Burning Steppes				
18436	drop		Winterspring				
18437	trainer						
18438	trainer						
18439	worldDrop					true	
18440	worldDrop					true	
18441	trainer						
18442	trainer						
18444	trainer						
18445	worldDrop					true	
18446	trainer						
18447	worldDrop					true	
18448	worldDrop					true	
18449	trainer						
18450	trainer						
18451	trainer						
18452	worldDrop					true	
18453	trainer						
18454	worldDrop					true	
18455	worldDrop					true	
18456	drop	Balnazzar	Stratholme				
18457	drop		Blackrock Spire				
18458	drop	Darkmaster Gandling	Scholomance				
18560	vendor	Qia	Winterspring				
19047	trainer						
19048	vendor	Zannok Hidepiercer	Silithus				
19049	vendor	Leonard Porter | Werg Thickblade	Western Plaguelands | Tirisfal Glades	alliance | horde			
19050	vendor	Masat T'andr	Swamp of Sorrows				
19051	drop		Blasted Lands				
19052	trainer						
19053	vendor	Blimo Gadgetspring	Azshara				
19054	drop	General Drakkisath	Blackrock Spire				
19055	trainer						
19058	trainer						
19059	drop		Burning Steppes				
19060	drop		The Temple of Atal'Hakkar				
19061	vendor	Pratt McGrubben | Jangdor Swiftstrider	Feralas | Feralas	alliance | horde			
19062	vendor	Gigget Zipcoil	The Hinterlands				
19063	worldDrop					true	
19064	drop		Burning Steppes				
19065	trainer						
19066	vendor	Qia	Winterspring				
19067	vendor	Leonard Porter | Werg Thickblade	Western Plaguelands | Tirisfal Glades	alliance | horde			
19068	vendor	Meilosh	Felwood	horde			
19070	worldDrop					true	
19071	trainer						
19072	trainer						
19073	worldDrop					true	
19074	drop		Winterspring				
19075	drop		Burning Steppes				
19076	drop		Blackrock Spire				
19077	vendor	Blimo Gadgetspring	Azshara				
19078	drop		Felwood				
19079	drop		Azshara				
19080	vendor	Meilosh	Felwood	horde			
19081	worldDrop					true	
19082	trainer						
19083	trainer						
19084	vendor	Nergal	Un'Goro Crater				
19085	vendor	Plugger Spazzring	Blackrock Depths				
19086	drop		The Hinterlands				
19087	drop		Felwood				
19088	vendor	Zannok Hidepiercer	Silithus				
19089	drop		Azshara				
19090	drop		Azshara				
19091	trainer						
19092	trainer						
19093	quest		Orgrimmar | Stormwind City	horde | alliance			
19094	drop		Blackrock Depths				
19095	drop		Western Plaguelands				
19097	drop		Un'Goro Crater				
19098	trainer						
19100	drop		Burning Steppes				
19101	drop		Blackrock Spire				
19102	trainer						
19103	trainer						
19104	drop		Winterspring				
19107	drop		Blackrock Depths				
19435	quest		Felwood				
19567	trainer						
19666	trainer						
19667	trainer						
19668	trainer						
19669	trainer						
19788	trainer						
19790	trainer						
19791	trainer						
19792	trainer						
19793	worldDrop					true	
19794	trainer						
19795	trainer						
19796	drop		Blackrock Depths				
19799	drop		Blackrock Depths				
19800	trainer						
19814	vendor	Xizzer Fizzbolt	Winterspring				
19815	vendor	Xizzer Fizzbolt	Winterspring				
19819	drop		Stratholme				
19825	trainer						
19830	drop		Winterspring				
19831	worldDrop					true	
19833	drop		Eastern Plaguelands				
20008	trainer						
20009	worldDrop					true	
20010	drop		Deadwind Pass				
20011	worldDrop					true	
20012	trainer						
20013	trainer						
20014	trainer						
20015	vendor	Lorelae Wintersong	Moonglade				
20016	trainer						
20017	vendor	Mythrin'dir | Daniel Bartlett	Darnassus | Undercity	alliance | horde			
20020	worldDrop					true	
20023	trainer						
20024	worldDrop					true	
20025	worldDrop					true	
20026	vendor	Qia	Winterspring				
20028	trainer						
20029	drop		Winterspring				
20030	drop		Blackrock Spire				
20031	drop		Blackrock Spire				
20032	drop		Scholomance				
20033	drop		Stratholme | Terokkar Forest				
20034	drop		Western Plaguelands | Eastern Plaguelands				
20035	drop		Scholomance				
20036	drop		Stratholme				
20051	vendor	Lorelae Wintersong	Moonglade				
20201	trainer						
20626	vendor	Jabbey	Tanaris				
20648	trainer						
20649	trainer						
20650	trainer						
20848	vendor	Lokhtos Darkbargainer	Blackrock Depths				
20849	vendor	Lokhtos Darkbargainer	Blackrock Depths				
20853	vendor	Lokhtos Darkbargainer	Blackrock Depths				
20854	vendor	Lokhtos Darkbargainer	Blackrock Depths				
20855	vendor	Lokhtos Darkbargainer	Blackrock Depths				
20872	vendor	Lokhtos Darkbargainer	Blackrock Depths				
20873	vendor	Lokhtos Darkbargainer	Blackrock Depths				
20874	vendor	Lokhtos Darkbargainer	Blackrock Depths				
20876	vendor	Lokhtos Darkbargainer	Blackrock Depths				
20890	vendor	Lokhtos Darkbargainer	Blackrock Depths				
20897	vendor	Lokhtos Darkbargainer	Blackrock Depths				
20916	vendor	Heldan Galesong | Kelsey Yance | Shankys | Wik'Tar	Darkshore | Stranglethorn Vale | Orgrimmar | Ashenvale	alliance |  | horde | horde			
21143	vendor	Eebee Jinglepocket | Wolgren Jinglepocket | Khole Jinglepocket | Seersa Copperpinch	Shattrath City | The Exodar | Stormwind City | Thunder Bluff	 | alliance | alliance | horde			
21144	vendor	Eebee Jinglepocket | Wolgren Jinglepocket | Khole Jinglepocket | Seersa Copperpinch	Shattrath City | The Exodar | Stormwind City | Thunder Bluff	 | alliance | alliance | horde			
21161	quest		Blackrock Depths				
21175	trainer						
21913	worldEvent						
21923	worldEvent						
21931	worldEvent						
21940	worldEvent						
21943	worldEvent						
21945	worldEvent						
22331	trainer						
22480	vendor	Truk Wildbeard | Dirge Quikcleave | Innkeeper Fizzgrimble	The Hinterlands | Tanaris | Tanaris	alliance |  | 			
22704	container		Blackrock Depths				
22711	vendor	Rikqiz	Stranglethorn Vale				
22727	drop		Molten Core				
22732	drop		Molten Core				
22749	drop		Molten Core				
22750	drop		Molten Core				
22757	drop		Molten Core				
22759	drop		Molten Core				
22761	drop	Pusillin	Dire Maul				
22793	drop		Molten Core				
22795	drop		Molten Core				
22797	drop		Molten Core				
22808	trainer						
22813	quest		Dire Maul				
22815	quest		Dire Maul				
22866	container		Dire Maul				
22867	container		Dire Maul				
22868	container		Dire Maul				
22869	container		Dire Maul				
22870	container		Dire Maul				
22902	vendor	Shen'dralar Provisioner	Dire Maul				
22921	container		Dire Maul				
22922	container		Dire Maul				
22923	container		Dire Maul				
22926	container		Dire Maul				
22927	container		Dire Maul				
22928	container		Dire Maul				
22967	trainer	Master Elemental Shaper Krixix	Blackwing Lair				
23066	vendor	Sovik	Orgrimmar	horde			
23067	vendor	Gearcutter Cogspinner	Ironforge	alliance			
23068	vendor	Crazk Sparks | Gagsprocket	Stranglethorn Vale | The Barrens				
23069	vendor	Blizrik Buckshot	Tanaris				
23070	trainer						
23071	trainer						
23077	vendor	Xizzer Fizzbolt	Winterspring				
23078	drop	Plugger Spazzring	Blackrock Depths				
23079	container		Dire Maul				
23080	vendor	Xizzer Fizzbolt	Winterspring				
23081	drop	Solakar Flamewreath	Blackrock Spire				
23082	drop		Stratholme				
23096	drop		Blackrock Depths				
23129	drop		Blackrock Depths				
23190	vendor	Bombus Finespindle | Tamar	Ironforge | Orgrimmar	alliance | horde			
23399	vendor	Saenorion | Joseph Moore	Darnassus | Undercity	alliance | horde			
23486	trainer	Zap Farflinger	Winterspring				
23489	trainer	Jhordy Lapforge	Tanaris				
23507	vendor	Zorbin Fandazzle	Feralas				
23628	vendor	Meilosh	Felwood	horde			
23629	vendor	Meilosh	Felwood	horde			
23632	vendor	Argent Quartermaster Hasana | Quartermaster Miranda Breechlock | Argent Quartermaster Lightspark	Tirisfal Glades | Eastern Plaguelands | Western Plaguelands				
23633	vendor	Argent Quartermaster Hasana | Quartermaster Miranda Breechlock | Argent Quartermaster Lightspark	Tirisfal Glades | Eastern Plaguelands | Western Plaguelands				
23636	vendor	Lokhtos Darkbargainer	Blackrock Depths				
23637	vendor	Lokhtos Darkbargainer	Blackrock Depths				
23638	vendor	Lokhtos Darkbargainer	Blackrock Depths				
23639	vendor	Lokhtos Darkbargainer	Blackrock Depths				
23650	vendor	Lokhtos Darkbargainer	Blackrock Depths				
23652	vendor	Lokhtos Darkbargainer	Blackrock Depths				
23653	vendor	Lokhtos Darkbargainer	Blackrock Depths				
23662	vendor	Meilosh	Felwood	horde			
23663	vendor	Meilosh	Felwood	horde			
23664	vendor	Argent Quartermaster Hasana | Quartermaster Miranda Breechlock | Argent Quartermaster Lightspark	Tirisfal Glades | Eastern Plaguelands | Western Plaguelands				
23665	vendor	Argent Quartermaster Hasana | Quartermaster Miranda Breechlock | Argent Quartermaster Lightspark	Tirisfal Glades | Eastern Plaguelands | Western Plaguelands				
23666	vendor	Lokhtos Darkbargainer	Blackrock Depths				
23667	vendor	Lokhtos Darkbargainer	Blackrock Depths				
23703	vendor	Meilosh	Felwood	horde			
23704	vendor	Meilosh	Felwood	horde			
23705	vendor	Argent Quartermaster Hasana | Quartermaster Miranda Breechlock | Argent Quartermaster Lightspark	Tirisfal Glades | Eastern Plaguelands | Western Plaguelands				
23706	vendor	Argent Quartermaster Hasana | Quartermaster Miranda Breechlock | Argent Quartermaster Lightspark	Tirisfal Glades | Eastern Plaguelands | Western Plaguelands				
23707	vendor	Lokhtos Darkbargainer	Blackrock Depths				
23708	vendor	Lokhtos Darkbargainer	Blackrock Depths				
23709	vendor	Lokhtos Darkbargainer	Blackrock Depths				
23710	vendor	Lokhtos Darkbargainer	Blackrock Depths				
23799	vendor	Lokhtos Darkbargainer	Blackrock Depths				
23800	vendor	Meilosh	Felwood	horde			
23801	vendor	Argent Quartermaster Hasana | Quartermaster Miranda Breechlock | Argent Quartermaster Lightspark	Tirisfal Glades | Eastern Plaguelands | Western Plaguelands				
23802	vendor	Argent Quartermaster Hasana | Quartermaster Miranda Breechlock | Argent Quartermaster Lightspark	Tirisfal Glades | Eastern Plaguelands | Western Plaguelands				
23803	vendor	Lokhtos Darkbargainer	Blackrock Depths				
23804	vendor	Lokhtos Darkbargainer	Blackrock Depths				
24091	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24092	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24093	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24121	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24122	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24123	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24124	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24125	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24136	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24137	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24138	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24139	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24140	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24141	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24266	drop		Zul'Gurub				
24356	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24357	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24365	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24366	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24367	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24368	vendor	Rin'wosho the Trader	Stranglethorn Vale				
24399	vendor	Lokhtos Darkbargainer	Blackrock Depths				
24418	vendor	Ogg'marr	Dustwallow Marsh	horde			
24654	trainer	Peter Galen | Thorkaf Dragoneye	Azshara | Badlands	alliance | horde			Dragonscale Leatherworking Trainer
24655	trainer	Peter Galen | Thorkaf Dragoneye	Azshara | Badlands	alliance | horde			Dragonscale Leatherworking Trainer
24703	vendor	Aendel Windspear	Silithus				
24801	quest		Silithus				
24846	vendor	Aendel Windspear	Silithus				
24847	vendor	Aendel Windspear	Silithus				
24848	vendor	Aendel Windspear	Silithus				
24849	vendor	Aendel Windspear	Silithus				
24850	vendor	Aendel Windspear	Silithus				
24851	vendor	Aendel Windspear	Silithus				
24901	quest		Silithus				
24902	quest		Silithus				
24903	quest		Silithus				
24912	quest		Silithus				
24913	quest		Silithus				
24914	quest		Silithus				
24940	vendor	Amy Davenport	Redridge Mountains	alliance			
25072	vendor	Almaador	Shattrath City				
25073	drop		Temple of Ahn'Qiraj				
25074	drop		Temple of Ahn'Qiraj				
25078	drop		Temple of Ahn'Qiraj				
25079	drop		Temple of Ahn'Qiraj				
25080	vendor	Alurmi	Tanaris				
25081	vendor	Kania	Silithus				
25082	vendor	Kania	Silithus				
25083	vendor	Fedryen Swiftspear	Zangarmarsh				
25084	vendor	Logistics Officer Ulrike | Quartermaster Urgronn	Hellfire Peninsula | Hellfire Peninsula	alliance | horde			
25086	vendor	Nakodu	Shattrath City				
25124	vendor	Kania | Thaddeus Webb | Erilia | Lilly	Silithus | Undercity | Eversong Woods | Silverpine Forest	 | horde | horde | horde			
25125	vendor	Kania | Thaddeus Webb | Erilia | Lilly	Silithus | Undercity | Eversong Woods | Silverpine Forest	 | horde | horde | horde			
25126	vendor	Kania | Thaddeus Webb | Erilia | Lilly	Silithus | Undercity | Eversong Woods | Silverpine Forest	 | horde | horde | horde			
25127	vendor	Kania	Silithus				
25128	vendor	Kania	Silithus				
25129	vendor	Rin'wosho the Trader	Stranglethorn Vale				
25130	vendor	Rin'wosho the Trader	Stranglethorn Vale				
25146	vendor	Lokhtos Darkbargainer	Blackrock Depths				
25255	trainer						
25278	trainer						
25280	trainer						
25283	trainer						
25284	trainer						
25287	trainer						
25305	trainer						
25317	trainer						
25318	trainer						
25320	vendor	Arred | Gelanthis | Felika | Edna Mullby	The Exodar | Silvermoon City | Orgrimmar | Stormwind City	alliance | horde | horde | alliance			
25321	trainer						
25323	vendor	Ranik | Dalria	The Barrens | Ashenvale	 | alliance			
25339	vendor	Gelanthis | Daniel Bartlett | Mythrin'dir | Arred	Silvermoon City | Undercity | Darnassus | The Exodar	horde | horde | alliance | alliance			
25490	trainer						
25493	trainer						
25498	trainer						
25610	vendor	Neal Allen | Jandia	Wetlands | Thousand Needles	alliance | horde			
25612	vendor	Micha Yance | Christoph Jeffcoat	Hillsbrad Foothills | Hillsbrad Foothills	alliance | horde			
25613	trainer						
25615	trainer						
25617	vendor	Micha Yance | Kireena	Hillsbrad Foothills | Desolace	alliance | horde			
25618	worldDrop					true	
25619	vendor	Arred | Gelanthis | Felicia Doan | Burbik Gearspanner	The Exodar | Silvermoon City | Undercity | Ironforge	alliance | horde | horde | alliance			
25620	trainer						
25621	trainer						
25622	worldDrop					true	
25659	quest		Tanaris				
25704	vendor	Derak Nightfall | Phea | Gloria Femmel | \"Cookie\" McWeaksauce	Hillsbrad Foothills | The Exodar | Redridge Mountains | Azuremyst Isle	horde | alliance | alliance | alliance			
25954	vendor	Derak Nightfall | Phea | Gloria Femmel | \"Cookie\" McWeaksauce	Hillsbrad Foothills | The Exodar | Redridge Mountains | Azuremyst Isle	horde | alliance | alliance | alliance			
26011	quest		Winterspring				
26085	vendor	Vizzklick	Tanaris				
26086	drop	Jandice Barov	Scholomance				
26087	drop		Molten Core				
26277	drop		Searing Gorge				
26279	drop		Silithus | Winterspring		true		
26403	vendor	Fariel Starsong	Moonglade				
26407	vendor	Fariel Starsong	Moonglade				
26416	vendor	Fariel Starsong	Moonglade				
26417	vendor	Fariel Starsong	Moonglade				
26418	vendor	Fariel Starsong	Moonglade				
26420	vendor	Fariel Starsong	Moonglade				
26421	vendor	Fariel Starsong	Moonglade				
26422	vendor	Fariel Starsong	Moonglade				
26423	vendor	Fariel Starsong	Moonglade				
26424	vendor	Fariel Starsong	Moonglade				
26425	vendor	Fariel Starsong	Moonglade				
26426	vendor	Fariel Starsong	Moonglade				
26427	vendor	Fariel Starsong	Moonglade				
26428	vendor	Fariel Starsong	Moonglade				
26442	vendor	Fariel Starsong	Moonglade				
26443	vendor	Fariel Starsong	Moonglade				
26745	trainer	Dalinna | Hama	Hellfire Peninsula | Hellfire Peninsula	horde | alliance			
26746	trainer	Dalinna | Hama	Hellfire Peninsula | Hellfire Peninsula	horde | alliance			
26747	vendor	Eiin | Neii | Deynna	Shattrath City | The Exodar | Silvermoon City	 | alliance | horde			
26749	vendor	Mathar G'ochar | Eiin	Nagrand | Shattrath City	horde | 			
26750	vendor	Mathar G'ochar | Deynna | Borto | Neii	Nagrand | Silvermoon City | Nagrand | The Exodar	horde | horde | alliance | alliance			
26751	vendor	Nasmara Moonsong	Shattrath City				
26752	vendor	Gidge Spellweaver	Shattrath City				
26753	vendor	Gidge Spellweaver	Shattrath City				
26754	vendor	Gidge Spellweaver	Shattrath City				
26755	vendor	Gidge Spellweaver	Shattrath City				
26756	vendor	Andrion Darkspinner	Shattrath City				
26757	vendor	Andrion Darkspinner	Shattrath City				
26758	vendor	Andrion Darkspinner	Shattrath City				
26759	vendor	Andrion Darkspinner	Shattrath City				
26760	vendor	Nasmara Moonsong	Shattrath City				
26761	vendor	Nasmara Moonsong	Shattrath City				
26762	vendor	Nasmara Moonsong	Shattrath City				
26763	vendor	Nasmara Moonsong	Shattrath City				
26764	trainer	Dalinna | Hama	Hellfire Peninsula | Hellfire Peninsula	horde | alliance			
26765	trainer	Dalinna | Hama	Hellfire Peninsula | Hellfire Peninsula	horde | alliance			
26770	trainer	Dalinna | Hama	Hellfire Peninsula | Hellfire Peninsula	horde | alliance			
26771	trainer	Dalinna | Hama	Hellfire Peninsula | Hellfire Peninsula	horde | alliance			
26772	trainer	Dalinna | Hama	Hellfire Peninsula | Hellfire Peninsula	horde | alliance			
26773	vendor	Eiin | Neii | Deynna	Shattrath City | The Exodar | Silvermoon City	 | alliance | horde			
26774	vendor	Eiin | Neii | Deynna	Shattrath City | The Exodar | Silvermoon City	 | alliance | horde			
26775	vendor	Zurai | Muheru the Weaver	Zangarmarsh | Zangarmarsh	horde | alliance			
26776	vendor	Zurai | Muheru the Weaver	Zangarmarsh | Zangarmarsh	horde | alliance			
26777	vendor	Arrond	Shadowmoon Valley				
26778	vendor	Arrond	Shadowmoon Valley				
26779	vendor	Mathar G'ochar | Borto	Nagrand | Nagrand	horde | alliance			
26780	drop		Karazhan				
26781	drop		Karazhan				
26782	drop		The Arcatraz				
26783	drop		The Mechanar				
26784	drop	Pathaleon the Calculator	The Mechanar				
26872	trainer						
26873	worldDrop					true	
26874	trainer						
26875	vendor	Banalash | Helenia Olden	Swamp of Sorrows | Dustwallow Marsh	horde | alliance			
26876	trainer						
26878	vendor	Hammon Karwn | Keena	Arathi Highlands | Arathi Highlands	alliance | horde			
26880	trainer						
26881	vendor	Nerrist | Helenia Olden	Stranglethorn Vale | Dustwallow Marsh	horde | alliance			
26882	worldDrop					true	
26883	trainer						
26885	trainer						
26887	worldDrop					true	
26896	worldDrop					true	
26897	vendor	Arred | Burbik Gearspanner | Gelanthis | Shadi Mistrunner	The Exodar | Ironforge | Silvermoon City | Thunder Bluff	alliance | alliance | horde | horde			
26900	worldDrop					true	
26902	trainer						
26903	trainer						
26906	vendor	Mishta	Silithus				
26907	trainer						
26908	trainer						
26909	worldDrop					true	
26910	vendor	Jase Farlane	Eastern Plaguelands				
26911	trainer						
26912	drop	Quartermaster Zigris	Blackrock Spire				
26914	drop	Golem Lord Argelmach	Blackrock Depths				
26915	vendor	Qia	Winterspring				
26916	trainer						
26925	trainer						
26926	trainer						
26927	trainer						
26928	trainer						
27585	vendor	Vargus	Silithus				
27586	vendor	Lieutenant General Andorov	Ruins of Ahn'Qiraj				
27587	drop	The Prophet Skeram	Temple of Ahn'Qiraj				
27588	vendor	Vargus	Silithus				
27589	drop	Moam	Ruins of Ahn'Qiraj				
27590	vendor	Lieutenant General Andorov	Ruins of Ahn'Qiraj				
27658	vendor	Kania | Thaddeus Webb | Erilia | Lilly	Silithus | Undercity | Eversong Woods | Silverpine Forest	 | horde | horde | horde			
27659	vendor	Kania	Silithus				
27660	drop	Magister Kalendris	Dire Maul				
27724	vendor	Mishta	Silithus				
27725	vendor	Mishta	Silithus				
27829	worldDrop					true	
27830	worldDrop					true	
27832	worldDrop					true	
27837	vendor	Meilosh	Felwood	horde			
27899	trainer						
27905	trainer						
27906	drop		Netherstorm				
27911	vendor	Logistics Officer Ulrike | Quartermaster Urgronn	Hellfire Peninsula | Hellfire Peninsula	alliance | horde			
27913	worldDrop					true	
27914	drop		The Steamvault				
27917	drop		Blade's Edge Mountains				
27920	vendor	Ythyar	Karazhan				
27924	vendor	Alurmi	Tanaris				
27926	vendor	Almaador	Shattrath City				
27927	vendor	Nakodu	Shattrath City				
27944	trainer						
27945	vendor	Aged Dalaran Wizard	Old Hillsbrad Foothills				
27946	worldDrop					true	
27947	worldDrop					true	
27948	drop	Kael'thas Sunstrider	Magisters' Terrace				
27950	drop		Mana-Tombs				
27951	drop		Auchenai Crypts				
27954	drop		Karazhan				
27957	trainer						
27958	trainer						
27960	vendor	Logistics Officer Ulrike | Quartermaster Urgronn	Hellfire Peninsula | Hellfire Peninsula	alliance | horde			
27961	trainer						
27962	worldDrop					true	
27967	vendor	Karaaz | Paulsta'ats	Netherstorm | Nagrand				
27968	drop		Netherstorm				
27971	drop		The Shattered Halls				
27972	worldDrop					true	
27975	drop		Blade's Edge Mountains				
27977	drop		The Arcatraz				
27981	drop	Shade of Aran	Karazhan				
27982	drop	Terestian Illhoof	Karazhan				
27984	drop	Moroes	Karazhan				
28003	worldDrop					true	
28004	worldDrop					true	
28016	vendor	Madame Ruby | Egomis | Lyna	Shattrath City | The Exodar | Silvermoon City	 | alliance | horde			
28019	vendor	Madame Ruby | Egomis | Lyna	Shattrath City | The Exodar | Silvermoon City	 | alliance | horde			
28022	vendor	Madame Ruby | Egomis | Lyna	Shattrath City | The Exodar | Silvermoon City	 | alliance | horde			
28027	trainer						
28028	trainer						
28205	vendor	Master Craftsman Omarion	Naxxramas				
28207	vendor	Master Craftsman Omarion	Naxxramas				
28208	vendor	Master Craftsman Omarion	Naxxramas				
28209	vendor	Master Craftsman Omarion	Naxxramas				
28210	vendor	Mishta	Silithus				
28219	vendor	Master Craftsman Omarion	Naxxramas				
28220	vendor	Master Craftsman Omarion	Naxxramas				
28221	vendor	Master Craftsman Omarion	Naxxramas				
28222	vendor	Master Craftsman Omarion	Naxxramas				
28223	vendor	Master Craftsman Omarion	Naxxramas				
28224	vendor	Master Craftsman Omarion	Naxxramas				
28242	vendor	Master Craftsman Omarion	Naxxramas				
28243	vendor	Master Craftsman Omarion	Naxxramas				
28244	vendor	Master Craftsman Omarion	Naxxramas				
28267	vendor	Master Chef Mouldier | Fazu	Ghostlands | Bloodmyst Isle	horde | alliance			
28327	vendor	Sovik | Gearcutter Cogspinner	Orgrimmar | Ironforge	horde | alliance			
28461	vendor	Vargus	Silithus				
28462	vendor	Vargus	Silithus				
28463	vendor	Vargus	Silithus				
28472	vendor	Aendel Windspear	Silithus				
28473	vendor	Aendel Windspear	Silithus				
28474	vendor	Aendel Windspear	Silithus				
28480	vendor	Mishta	Silithus				
28481	vendor	Mishta	Silithus				
28482	vendor	Mishta	Silithus				
28543	vendor	Alchemist Gribble | Altaa | Melaris | Apothecary Antonivich	Hellfire Peninsula | The Exodar | Silvermoon City | Hellfire Peninsula	alliance | alliance | horde | horde			
28544	trainer	Alchemist Gribble | Lorokeem | Apothecary Antonivich	Hellfire Peninsula | Shattrath City | Hellfire Peninsula	alliance |  | horde			Master Alchemy Trainer
28545	trainer	Alchemist Gribble | Lorokeem | Apothecary Antonivich	Hellfire Peninsula | Shattrath City | Hellfire Peninsula	alliance |  | horde			Master Alchemy Trainer
28546	vendor	Seer Janidi | Leeli Longhaggle	Zangarmarsh | Terokkar Forest	horde | alliance			
28549	vendor	Haalrun | Seer Janidi	Zangarmarsh | Zangarmarsh	alliance | horde			
28550	worldDrop					true	
28551	trainer	Alchemist Gribble | Lorokeem | Apothecary Antonivich	Hellfire Peninsula | Shattrath City | Hellfire Peninsula	alliance |  | horde			Master Alchemy Trainer
28552	worldDrop					true	
28553	vendor	Logistics Officer Ulrike | Quartermaster Urgronn	Hellfire Peninsula | Hellfire Peninsula	alliance | horde			
28554	vendor	Mycah	Zangarmarsh				
28555	vendor	Haalrun | Daga Ramba	Zangarmarsh | Blade's Edge Mountains	alliance | horde			
28556	vendor	Quartermaster Enuril	Shattrath City				
28557	vendor	Haalrun | Daga Ramba	Zangarmarsh | Blade's Edge Mountains	alliance | horde			
28558	vendor	Nakodu	Shattrath City				
28562	vendor	Leeli Longhaggle | Daga Ramba	Terokkar Forest | Blade's Edge Mountains	alliance | horde			
28563	worldDrop					true	
28564	drop	Kael'thas Sunstrider	Magisters' Terrace				
28565	worldDrop					true	
28566	vendor	Almaador	Shattrath City				
28567	vendor	Mycah	Zangarmarsh				
28568	vendor	Trader Narasu	Nagrand	alliance			
28569	vendor	Fedryen Swiftspear	Zangarmarsh				
28570	worldDrop					true	
28571	drop		The Mechanar				
28572	drop	Nexus-Prince Shaffar	Mana-Tombs				
