recipeItemId	itemName	sourceKind	npcName	zone	x	y	faction
264217	Schematic: Compact Critter Carrier	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
264220	Schematic: SAF-T Disposable Parachute	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
264221	Schematic: Gnomish Army Knife	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
264222	Schematic: Loot-A-Rang	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
264232	Schematic: Ultrasafe Rechargeable Battery	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
264234	Schematic: Gnomish Poultryizer	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
264235	Schematic: Ultralight Goblin Glider	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
264237	Schematic: Stealthman 52	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
271621	Alchemy Certification	vendor	Apothecary Durelle	The Barrens	49.9	29.6	horde
271622	Blacksmithing Certification	vendor	Gor'mak	The Barrens	49.8	29.7	horde
271624	Enchanting Certification	vendor	Beneris	The Barrens	49.7	29.8	horde
271625	Engineering Certification	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
271626	Leatherworking Certification	vendor	Pawani	The Barrens	49.6	29.7	horde
271627	Tailoring Certification	vendor	Jim'bek	The Barrens	49.6	29.5	horde
272941	Thick Logs	vendor	Aza'bek	The Barrens	49.7	29.4	horde
274393	Formula: Enchant Off-Hand - Wisdom	vendor	Beneris	The Barrens	49.7	29.8	horde
274394	Formula: Enchant 2H Weapon - Spellblasting	vendor	Beneris	The Barrens	49.7	29.8	horde
274398	Formula: Enchant Gloves - Superior Strength	vendor	Beneris	The Barrens	49.7	29.8	horde
274399	Formula: Enchant Cloak - Agility	vendor	Beneris	The Barrens	49.7	29.8	horde
274401	Formula: Enchant Bracer - Greater Spellpower	vendor	Beneris	The Barrens	49.7	29.8	horde
280321	Schematic: Whimsical Waistwrap	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
280322	Schematic: Gizmo Girdle	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
280323	Schematic: Clanking Cord	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
280325	Schematic: Floppy Goggles	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
280326	Schematic: Bent Goggles	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
280327	Schematic: Stuckbutton Goggles	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
280328	Schematic: Dented Goggles	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
285285	Schematic: Satchel of Copper Bombs	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
285286	Schematic: Satchel of Bronze Bombs	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
285287	Schematic: Satchel of Iron Bombs	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
285288	Schematic: Satchel of Dark Iron Bombs	vendor	Fizzlefuse	The Barrens	49.8	29.7	horde
