profession	learnSkill	name	spellId	recipeItemId	band	sourceKind	npcName	zone	x	y	faction	bossDrop	worldDrop	trainerTitle	mobLevel	notes
enchanting	300	Torch of Light	1306520	279295	forever											
enchanting	300	Totem of Thunder	1249154	249532	forever	vendor	Alynsia | Beneris	Three Corners, Redridge Mountains | The Barrens	11.2 | 49.7	71.5 | 29.8	alliance | horde					catturato in gioco
enchanting	300	Totem of Urgency	1306523	279298	forever	blueprint										Blueprint [foreverchanges 2026-09-24]
enchanting		Dormant  Heart of the Mountain	1249114	249521	forever											
enchanting		Dust to Motes	1245320		forever											
enchanting		Enchant Gloves - Superior Strength	1248640	249533	forever											
enchanting		Frozen Heart of the Mountain	1249107	249519	forever											
enchanting		Molten Heart of the Mountain	1249112	249520	forever											
enchanting		Novice's Practice Wand	1245321		forever											
engineering	25	SAF-T Dynamite	1266905	264202	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	25	SAF-T Tabs	1266893	264201	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	55	SAF-T Copper Bomb	1266906	264203	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	65	Harvester Override Signalcaster	1302161	277470	forever	quest		Westfall								foreverchanges, letto da wowhead
engineering	85	Satchel of Copper Bombs	1317958	285285	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	100	EZ-Thro Wrap	1266907	264204	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	125	Small Purple Rocket	1319154	286076	forever											
engineering	125	Small White Rocket	1319155	286077	forever											
engineering	125	Small Yellow Rocket	1319156	286078	forever											
engineering	130	EZ-Thro Copper Bomb XL	1266908	264205	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	140	Hoof-Shaped Foot Pedal	1286796	269903	forever	vendor	Gorhak	Desolace								foreverchanges, letto da wowhead
engineering	140	Repair Bot	1263034	273092	forever	blueprint										Blueprint [foreverchanges 2026-09-24]
engineering	145	No Slip SAF-T Padding	1266909	264206	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	145	SAF-T Bronze Bomb	1266910	264207	forever											ignota anche alla community [foreverchanges 2026-09-24]
engineering	150	SAF-T Jumbo Dynamite	1266911	264208	forever											ignota anche alla community [foreverchanges 2026-09-24]
engineering	165	Satchel of Bronze Bombs	1317959	285286	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	175	Clanking Cord	1308180	280323	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	175	Gizmo Girdle	1308179	280322	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	175	Large Purple Rocket	1319157	286079	forever											
engineering	175	Large White Rocket	1319158	286080	forever											
engineering	175	Large Yellow Rocket	1319159	286081	forever											
engineering	175	SAF-T Bell	1266912	264209	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	175	Shafety Sheep	1266913	264210	forever											ignota anche alla community [foreverchanges 2026-09-24]
engineering	175	Whimsical Waistwrap	1308178	280321	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	190	Centaur Banner Deployment Device	1286792	269901	forever	vendor	Gorhak	Desolace								foreverchanges, letto da wowhead
engineering	190	EZ-Thro Bronze Mortar	1266915	264212	forever											
engineering	190	EZ-Thro Fireproof Fuse	1266914	264211	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	200	Bent Goggles	1308184	280326	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	200	Dented Goggles	1308186	280328	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	200	EZ-Thro Grenade	1266916	264213	forever											ignota anche alla community [foreverchanges 2026-09-24]
engineering	200	Floppy Goggles	1308183	280325	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	200	Stuckbutton Goggles	1308185	280327	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	215	SAF-T Bomb	1266918	264215	forever											ignota anche alla community [foreverchanges 2026-09-24]
engineering	215	SAF-T Casing	1266917	264214	forever											
engineering	225	Compact Critter Carrier	1266920	264217	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	225	Emergency Field Cloak	1266919	264216	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	225	Purple Rocket Cluster	1319160	286082	forever											
engineering	225	White Rocket Cluster	1319161	286083	forever											
engineering	225	Yellow Rocket Cluster	1319162	286084	forever											
engineering	230	Satchel of Iron Bombs	1317960	285287	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	240	EZ-Thro Tru-Trigger	1266921	264218	forever											
engineering	240	Tru-Trigger Frag Bomb	1266922	264219	forever											ignota anche alla community [foreverchanges 2026-09-24]
engineering	250	Gnomish Army Knife	1266924	264221	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	250	SAF-T Disposable Parachute	1266923	264220	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	260	Unsanctified Grenade	1317270	284870	forever											ignota anche alla community [foreverchanges 2026-09-24]
engineering	275	Large Purple Rocket Cluster	1319163	286085	forever											
engineering	275	Large White Rocket Cluster	1319164	286086	forever											
engineering	275	Large Yellow Rocket Cluster	1319165	286087	forever											
engineering	275	Loot-A-Rang	1266925	264222	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	275	SAF-T Clever Dynamite	1266927	264224	forever											ignota anche alla community [foreverchanges 2026-09-24]
engineering	275	SAF-T Tube	1266926	264223	forever											
engineering	285	EZ-Thro Shell	1266928	264225	forever											
engineering	285	EZ-Thro Thorium Grenade	1266929	264226	forever											ignota anche alla community [foreverchanges 2026-09-24]
engineering	285	Satchel of Dark Iron Bombs	1317961	285288	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	300	Anarchist's Workbench	1263083	273117	forever	blueprint										Blueprint [foreverchanges 2026-09-24]
engineering	300	Dimensional Transporter - Mt. Hyjal	1266936	264233	forever	vendor	Pexmit	Mount Hyjal								foreverchanges, letto da wowhead
engineering	300	EZ and SAF Field Transporter: Mt. Hyjal	1266934	264231	forever											
engineering	300	EZ-Thro Dark Bomb	1266930	264227	forever											ignota anche alla community [foreverchanges 2026-09-24]
engineering	300	EZ-Thro Field Transporter: Gadgetzan	1266932	264229	forever											
engineering	300	EZ-Thro Magnetic Displacer	1266942	264239	forever											
engineering	300	EZ-Thro Mana Bomb	1266931	264228	forever											ignota anche alla community [foreverchanges 2026-09-24]
engineering	300	Gnomish Poultryizer	1266937	264234	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	300	Gnomish Weather Machine	1266939	264236	forever											
engineering	300	Hyper Deluxe Sniper Rifle Mk XVII	1306547	279322	forever											
engineering	300	SAF-T Emergency Ripper: Everlook	1266933	264230	forever											
engineering	300	SAF-T Nitro Boosts	1266941	264238	forever											
engineering	300	SAF-T Teleport	1266943	264240	forever											
engineering	300	SAF-T Ultra Precision Scope	1306546	279321	forever											
engineering	300	Stealthman 52	1266940	264237	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	300	Swiftfeather Arrow	1293849	274389	forever											
engineering	300	Swiftstrike Shot	1293850	274390	forever											
engineering	300	Ultralight Goblin Glider	1266938	264235	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering	300	Ultrasafe Rechargeable Battery	1266935	264232	forever	vendor	Fritz Fizzle | Fizzlefuse	Three Corners, Redridge Mountains | The Barrens	10.5 | 49.8	74.3 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
engineering		Sandpaper	1249634		forever											
first_aid	140	Clever Poultice	1259343	255724	forever											
first_aid	140	Toxin Study	1262996	273105	forever	blueprint										Blueprint [foreverchanges 2026-09-24]
first_aid	155	Greater Healing Potion	1244434	255723	forever											
first_aid	200	Leather Tourniquet	1259348	255726	forever											
first_aid	210	Superior Poultice	1259344	255727	forever											
first_aid	215	Potent Anti-Venom	1259341	255728	forever											
first_aid	215	Superior Healing Potion	1244435	255725	forever											
first_aid	265	Surgical Tourniquet	1259349	255730	forever											
first_aid	275	Major Healing Potion	1244436	255729	forever	vendor	Pexmit	Mount Hyjal								foreverchanges, letto da wowhead
first_aid	280	Powerful Poultice	1259345	255731	forever											
first_aid	300	Plague Doctor's Laboratory	1263001	273118	forever	blueprint										Blueprint [foreverchanges 2026-09-24]
first_aid		Healing Potion	1244433		forever											
first_aid		Lesser Healing Potion	1244432		forever											
first_aid		Minor Healing Potion	1244431		forever											
first_aid		Simple Poultice	1259342		forever											Learned from the trainer [foreverchanges 2026-09-24]
first_aid		Woolen Tourniquet	1259347		forever											
fishing	140	Fishing Rack	1262990	273141	forever											
fishing	300	Fishing Hut	1262998	273119	forever											
herbalism	140	Greenhouse	1262980	273106	forever											
herbalism	300	Seed Hybridizer	1263070	273120	forever											
leatherworking	30	Light Leather Reagent Bag	1302604	277716	forever	vendor	Saenorion	Darnassus			alliance					foreverchanges, letto da wowhead
leatherworking	35	Black Whelp Slippers	1255146	252761	forever	vendor	Granny Finespindle	Ironforge			alliance					foreverchanges, letto da wowhead
leatherworking	35	Dark Leather Boots	1255145	252762	forever	vendor	Granny Finespindle	Ironforge			alliance					foreverchanges, letto da wowhead
leatherworking	35	Moonglow Boots	1255143	252764	forever	vendor	Granny Finespindle	Ironforge			alliance					foreverchanges, letto da wowhead
leatherworking	35	Murloc Scale Shoes	1255144	252763	forever	vendor	Granny Finespindle	Ironforge			alliance					foreverchanges, letto da wowhead
leatherworking	50	Azure Gustwoven Belt	1301454	276961	forever											
leatherworking	50	Azure Gustwoven Bracers	1301452	276959	forever											
leatherworking	50	Azure Windraveled Armguards	1301458	276965	forever											
leatherworking	50	Azure Windraveled Strap	1301460	276967	forever											
leatherworking	50	Cloudy Gustwoven Belt	1301430	276937	forever											
leatherworking	50	Cloudy Gustwoven Bracers	1301428	276935	forever											
leatherworking	50	Cloudy Windraveled Armguards	1301434	276941	forever											
leatherworking	50	Cloudy Windraveled Strap	1301436	276943	forever											
leatherworking	55	Azure Gustwoven Boots	1301456	276963	forever											
leatherworking	55	Azure Gustwoven Gloves	1301453	276960	forever											
leatherworking	55	Azure Windraveled Footwraps	1301462	276969	forever											
leatherworking	55	Azure Windraveled Mitts	1301459	276966	forever											
leatherworking	55	Cloudy Gustwoven Boots	1301432	276939	forever											
leatherworking	55	Cloudy Gustwoven Gloves	1301429	276936	forever											
leatherworking	55	Cloudy Windraveled Footwraps	1301438	276945	forever											
leatherworking	55	Cloudy Windraveled Mitts	1301435	276942	forever											
leatherworking	60	Azure Gustwoven Harness	1301451	276958	forever											
leatherworking	60	Azure Gustwoven Trousers	1301455	276962	forever											
leatherworking	60	Azure Windraveled Jerkin	1301457	276964	forever											
leatherworking	60	Azure Windraveled Pants	1301461	276968	forever											
leatherworking	60	Brawler's Leather Belt	1255142	252765	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	60	Cloudy Gustwoven Harness	1301427	276934	forever											
leatherworking	60	Cloudy Gustwoven Trousers	1301431	276938	forever											
leatherworking	60	Cloudy Windraveled Jerkin	1301433	276940	forever											
leatherworking	60	Cloudy Windraveled Pants	1301437	276944	forever											
leatherworking	60	Defender's Leather Belt	1255140	252767	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	60	Stormrider's Leather Belt	1255138	252769	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	60	Totemic Leather Belt	1255139	252768	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	60	Trapper's Leather Belt	1255141	252766	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	60	Wisdom's Leather Belt	1255137	252770	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	75	Brawler's Leather Gloves	1255130	252777	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	75	Defender's Leather Gloves	1255128	252779	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	75	Stormrider's Leather Gloves	1255126	252781	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	75	Totemic Leather Gloves	1255127	252780	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	75	Trapper's Leather Gloves	1255129	252778	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	75	Wisdom's Leather Gloves	1255125	252782	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	80	Forceful Medium Armor Kit	1255123	252784	forever	vendor	Mahu	Thunder Bluff	43.8	44.9	horde					catturato in gioco
leatherworking	80	Mystic Medium Armor Kit	1255124	252783	forever	vendor	Mahu	Thunder Bluff	43.8	44.9	horde					catturato in gioco
leatherworking	85	Brawler's Leather Boots	1255121	252786	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	85	Defender's Leather Boots	1255119	252788	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	85	Stormrider's Leather Boots	1255117	252790	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	85	Totemic Leather Boots	1255118	252789	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	85	Trapper's Leather Boots	1255120	252787	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	85	Wisdom's Leather Boots	1255116	252791	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	100	Brawler's Leather Hood	1255109	252798	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	100	Defender's Leather Hood	1255107	252800	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	100	Stormrider's Leather Hood	1255105	252802	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	100	Totemic Leather Hood	1255106	252801	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	100	Trapper's Leather Hood	1255108	252799	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	100	Wisdom's Leather Hood	1255104	252803	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	110	Brawler's Leather Tunic	1255102	252805	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	110	Defender's Leather Tunic	1255100	252807	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	110	Hillman's Leather Boots	1255103	252804	forever											
leatherworking	110	Stormrider's Leather Tunic	1255098	252809	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	110	Totemic Leather Tunic	1255099	252808	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	110	Trapper's Leather Tunic	1255101	252806	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	110	Wisdom's Leather Tunic	1255097	252810	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	125	Brawler's Leather Legguards	1255087	252820	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	125	Defender's Leather Kilt	1255085	252822	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	125	Stormrider's Leather Kilt	1255083	252824	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	125	Totemic Leather Leggings	1255084	252823	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	125	Trapper's Leather Legguards	1255086	252821	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	125	Wisdom's Leather Leggings	1255082	252825	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	135	Forceful Heavy Armor Kit	1255095	252812	forever	vendor	Saenorion | Mahu	Darnassus | Thunder Bluff	 | 43.8	 | 44.9	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	135	Mystic Heavy Armor Kit	1255096	252811	forever	vendor	Saenorion | Mahu	Darnassus | Thunder Bluff	 | 43.8	 | 44.9	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	140	Tanning Rack	1263031	273096	forever	blueprint										Blueprint [foreverchanges 2026-09-24]
leatherworking	150	Mender's Leather Belt	1255075	252832	forever	vendor	Granny Finespindle	Ironforge			alliance					foreverchanges, letto da wowhead
leatherworking	150	Prowler's Leather Belt	1255081	252826	forever	vendor	Granny Finespindle	Ironforge			alliance					foreverchanges, letto da wowhead
leatherworking	150	Skirmisher's Leather Belt	1255077	252830	forever	vendor	Granny Finespindle	Ironforge			alliance					foreverchanges, letto da wowhead
leatherworking	150	Skulker's Leather Belt	1255080	252827	forever	vendor	Granny Finespindle	Ironforge			alliance					foreverchanges, letto da wowhead
leatherworking	150	Skycaller's Leather Belt	1255076	252831	forever	vendor	Granny Finespindle	Ironforge			alliance					foreverchanges, letto da wowhead
leatherworking	150	Stalker's Leather Belt	1255079	252828	forever	vendor	Granny Finespindle	Ironforge			alliance					foreverchanges, letto da wowhead
leatherworking	150	Warden's Leather Belt	1255078	252829	forever	vendor	Granny Finespindle	Ironforge			alliance					foreverchanges, letto da wowhead
leatherworking	175	Azure Gustwoven Hood	1301536	276986	forever	vendor	Archmage Alvareaux	The Silver Enclave, City of Dalaran	14.0	63.1	alliance					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	175	Azure Gustwoven Spaulders	1301537	276987	forever	vendor	Archmage Alvareaux	The Silver Enclave, City of Dalaran	14.0	63.1	alliance					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	175	Azure Windraveled Cover	1301538	276988	forever	vendor	Archmage Alvareaux	The Silver Enclave, City of Dalaran	14.0	63.1	alliance					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	175	Azure Windraveled Drapes	1301539	276989	forever	vendor	Archmage Alvareaux	The Silver Enclave, City of Dalaran	14.0	63.1	alliance					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	175	Cloudy Gustwoven Hood	1301528	276978	forever	vendor	Sutara Plainstalker	Mulgore			horde					foreverchanges, letto da wowhead
leatherworking	175	Cloudy Gustwoven Spaulders	1301529	276979	forever	vendor	Sutara Plainstalker	Mulgore			horde					foreverchanges, letto da wowhead
leatherworking	175	Cloudy Windraveled Cover	1301530	276980	forever	vendor	Sutara Plainstalker	Mulgore			horde					foreverchanges, letto da wowhead
leatherworking	175	Cloudy Windraveled Drapes	1301531	276981	forever	vendor	Sutara Plainstalker	Mulgore			horde					foreverchanges, letto da wowhead
leatherworking	175	Mender's Leather Gloves	1255065	252842	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	175	Prowler's Leather Gloves	1255071	252836	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	175	Skirmisher's Leather Gloves	1255067	252840	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	175	Skulker's Leather Gloves	1255070	252837	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
leatherworking	175	Skycaller's Leather Gloves	1255066	252841	forever	vendor	Daniel Stitchsong | Pawani	Three Corners, Redridge Mountains | The Barrens	10.0 | 49.6	72.8 | 29.7	alliance | horde					foreverchanges, letto da wowhead + catturato in gioco
